#-----------------------------------------------------------------------------
# Date d'extraction : 22/01/2025 - 13h48 loc.
#-----------------------------------------------------------------------------
# Producteur : CEN
# Experience : ADAMONT2017
# Modele     : ALADIN53_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#     RCP8.5 : Emissions non rÃ©duites
#-----------------------------------------------------------------------------
# PÃ©riode extraite : de 2005 Ã  2100
#-----------------------------------------------------------------------------
# Type d'indice : horaire
#-----------------------------------------------------------------------------
# Indices : 
#     TAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     TNAV : TempÃ©rature minimale journaliÃ¨re (Â°C)
#     TXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#     SD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     TXND : Nombre de jours anormalement chauds (jour(s))
#     TNHT : Nombre de nuits anormalement chaudes (jour(s))
#     TR : Nombre de nuits tropicales (jour(s))
#     TNFD : Nombre de jours de gel (jour(s))
#     TNND : Nombre de jours anormalement froids (jour(s))
#     TXFD : Nombre de jours sans dÃ©gel (jour(s))
#     TNCWD : Nombre de jours d'une vague de froid (jour(s))
#     TXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     TRAV : Amplitude thermique journaliÃ¨re (Â°C)
#     TXQ90 : ExtrÃªme chaud de la tempÃ©rature maximale journaliÃ¨re (Â°C)
#     TXQ10 : ExtrÃªme froid de la tempÃ©rature maximale journaliÃ¨re (Â°C)
#     TNQ10 : ExtrÃªme froid de la tempÃ©rature minimale journaliÃ¨re (Â°C)
#     TNQ90 : ExtrÃªme chaud de la tempÃ©rature minimale journaliÃ¨re (Â°C)
#     PAV : PrÃ©cipitations journaliÃ¨res moyennes (mm)
#     RR : Cumul de prÃ©cipitation (mm)
#     RR1MM : Nombre de jours de pluie (jour(s))
#     PN20MM : Nombre de jours de fortes prÃ©cipitations (jour(s))
#     PFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     PXCWD : Nombre maximum de jours pluvieux consÃ©cutifs (jour(s))
#     PXCDD : PÃ©riode de sÃ©cheresse (jour(s))
#     PINT : PrÃ©cipitation moyenne les jours pluvieux (mm)
#     RRSN : rapport entre le cumul de prÃ©cipitations neigeuses et totales
#     SNDAV : Ã©paisseur de neige moyenne (cm)
#     SND5 : nombre de jours de dÃ©passement dâ€™un seuil de 5 cm (jour(s))
#     SND50 : nombre de jours de dÃ©passement dâ€™un seuil de 50 cm (jour(s))
#     SND100 : nombre de jours de dÃ©passement dâ€™un seuil de 100 cm (jour(s))
#     SWE : maximum dâ€™Ã©quivalent en eau du manteau neigeux (mm)
#     SWEDAT : date du maximum dâ€™Ã©quivalent en eau du manteau neigeux (%)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Identifiant;Libelle;Altitude;Contexte;Annee;TAV;TNAV;TXAV;SD;TXND;TNHT;TR;TNFD;TNND;TXFD;TNCWD;TXHWD;TRAV;TXQ90;TXQ10;TNQ10;TNQ90;PAV;RR;RR1MM;PN20MM;PFL90;PXCWD;PXCDD;PINT;RRSN;SNDAV;SND5;SND50;SND100;SWE;SWEDAT;
#-----------------------------------------------------------------------------
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2038;1.44;-2.16;5.04;0;23;30;0;116;6;36;0;0;7.2;12.45;-2.55;-9.25;3.35;5.02;908.63;87;12;57.23;13;14;10.3;0.37;21.05;96;24;0;179.13;20380220;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2039;2.74;-0.71;6.19;0;41;51;0;98;5;20;0;6;6.9;14.75;-0.45;-7.25;5.65;5.53;1000.34;80;13;65.19;11;16;12.41;0.4;29.73;121;46;0;238.75;20390302;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2040;4.74;0.75;8.72;0;74;74;0;95;0;13;0;43;7.96;19.55;0.35;-5.85;7.15;3.18;578.75;59;6;61.78;8;15;9.51;0.41;16.58;98;1;0;128.54;20400220;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2041;2.58;-0.99;6.15;0;37;41;0;95;7;23;0;0;7.14;13.25;-1.05;-7.95;3.95;5.2;941.39;85;10;59.54;9;18;10.98;0.29;5.56;55;0;0;55.55;20401220;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2042;0.89;-2.88;4.66;0;25;24;0;133;18;41;0;0;7.53;12.15;-2.65;-9.55;3.95;5.04;912.33;80;17;70;12;11;11.31;0.63;54.29;138;96;31;417.72;20420312;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2043;1.79;-1.99;5.56;0;37;28;0;114;9;39;7;7;7.55;15.35;-3.25;-8.75;4.95;5.03;909.67;80;16;64.31;8;39;11.25;0.51;41.02;132;63;26;427.63;20430224;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2044;0.53;-3.17;4.23;0;25;15;0;141;17;49;0;0;7.41;12.95;-3.55;-10.05;2.45;3.68;669.79;69;6;48.36;7;15;9.53;0.6;35.95;129;66;0;283.02;20440406;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2045;1.87;-1.5;5.23;0;45;50;0;107;16;32;7;18;6.72;13.45;-2.65;-8.05;4.15;5.15;932.87;82;15;57.2;10;10;11.25;0.55;44.82;132;97;0;273.06;20450222;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2046;1.84;-1.97;5.65;0;35;30;0;118;5;24;0;7;7.62;12.95;-0.95;-7.95;3.35;4.86;879.08;75;15;57.59;10;19;11.56;0.46;36.05;122;70;0;281.43;20460220;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2047;3.06;-0.57;6.7;0;52;51;0;101;5;17;0;13;7.27;14.25;0.35;-5.35;4.25;5.6;1013.05;88;16;45.11;8;14;11.38;0.4;24.45;119;22;0;192.46;20470108;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2048;3.06;-0.72;6.84;0;58;51;0;94;8;24;0;27;7.56;16.15;-0.95;-7.75;4.85;6.04;1099.04;84;20;63.92;15;12;12.95;0.21;2.76;29;0;0;63.67;20471222;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2049;3.27;-0.26;6.8;0;41;57;0;100;1;12;0;0;7.06;13.75;0.65;-5.45;5.15;5.27;953.68;71;17;58.49;11;20;13.28;0.31;10.3;90;0;0;104.96;20490314;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2050;3.3;-0.66;7.26;0;61;58;0;110;7;20;0;38;7.92;16.55;-1.15;-6.65;6.45;4.58;829.06;70;12;64.89;10;27;11.69;0.39;19.31;88;32;0;219.52;20500118;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2051;2.8;-1.07;6.67;0;42;33;0;105;0;20;0;23;7.74;13.85;-0.25;-6.25;3.35;3.76;679.93;63;12;61.33;6;28;10.61;0.43;23.59;94;49;0;210.82;20510228;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2052;4.73;0.85;8.61;0;84;78;0;82;4;7;0;47;7.76;14.95;2.95;-4.15;6.55;3.25;591.75;67;9;50.5;10;27;8.67;0.18;2.81;26;0;0;48.8;20520104;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2053;3.3;-0.16;6.77;0;48;58;0;88;2;19;0;18;6.93;12.35;-0.25;-4.55;3.55;4.67;845.54;73;9;55.97;9;18;11.39;0.16;1.66;25;0;0;23.75;20521206;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2054;1.84;-1.67;5.35;0;22;30;0;110;4;23;0;6;7.01;11.65;-0.35;-7.25;2.85;4.62;835.76;85;11;53.68;9;12;9.72;0.44;14.9;112;7;0;148.67;20540208;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2055;5.07;1.17;8.97;0;80;85;0;69;0;4;0;27;7.8;15.85;2.55;-3.65;5.15;4.18;755.97;67;10;57.65;7;23;11.17;0.13;1.8;26;0;0;34.46;20550116;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2056;2.98;-1.02;6.97;0;53;40;0;100;3;22;0;19;7.99;14.25;-0.65;-6.35;4.85;4.37;795.82;69;9;66.33;10;19;11.34;0.47;19.59;100;26;0;218.04;20560300;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2057;3.24;-0.14;6.63;0;51;52;0;91;1;29;0;23;6.77;14.35;-1.75;-6.15;5.05;5.02;908.68;87;12;48.21;11;13;10.31;0.36;19.43;71;42;0;224.94;20570214;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2058;5.04;1.09;8.98;0;77;83;0;68;2;7;0;53;7.89;18.15;2.35;-4.15;5.55;4.03;729.49;66;10;59.85;9;15;10.86;0.22;4.19;44;0;0;91.1;20580204;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2059;2.3;-1.48;6.09;2;42;38;0;115;2;25;0;9;7.58;13.25;-0.55;-6.95;4.05;4.75;860.2;74;14;59.3;10;18;11.47;0.45;18.11;114;6;0;146.38;20590320;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2060;3.56;-0.36;7.48;0;56;44;0;89;1;20;0;23;7.84;15.55;-0.45;-6.55;5.05;2.58;469.1;55;4;60.26;8;17;8.29;0.36;12.82;84;4;0;158.88;20600216;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2061;3.47;-0.21;7.14;0;46;50;0;86;0;13;0;26;7.35;14.45;0.35;-5.45;4.75;4.59;829.93;61;13;63.01;9;42;13.44;0.27;12.8;85;0;0;118.61;20610126;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2062;3.29;0.02;6.56;0;52;64;0;102;3;11;0;25;6.55;14.85;0.35;-4.45;5.65;5.18;937.11;85;15;61.13;8;14;10.93;0.26;5.55;67;0;0;78.29;20620120;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2063;3.78;0.59;6.97;0;59;78;0;84;0;20;0;18;6.38;15.55;-0.15;-5.25;5.25;5.5;995.87;87;17;69.28;9;20;11.3;0.36;14.79;80;10;0;141.1;20630204;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2064;4.56;0.86;8.26;0;72;77;0;89;0;14;0;36;7.4;15.65;0.55;-3.65;6.45;4.62;841.16;71;11;53.06;12;15;11.63;0.32;13.2;61;22;0;211.31;20640222;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2065;3.78;0.15;7.42;0;60;60;0;89;1;17;0;9;7.27;15.15;0.15;-5.25;5.65;6.1;1104.16;81;18;59.02;16;14;13.52;0.34;20.2;96;22;1;239.14;20650102;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2066;2.64;-1.07;6.36;1;48;54;0;110;13;38;13;21;7.43;15.35;-2.25;-8.55;6.45;4.87;880.63;79;11;64.42;14;15;11.01;0.35;21.04;106;21;0;193.71;20660208;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2067;3.81;0.28;7.33;0;67;75;0;82;4;25;0;14;7.06;14.95;-0.65;-5.45;6.05;5.05;914.73;73;16;68.31;8;27;12.39;0.25;14.04;50;28;0;200.11;20670124;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2068;4.65;0.49;8.81;0;80;76;0;79;2;15;0;52;8.32;17.75;0.65;-5.85;7.45;4.65;846.42;76;11;63.75;9;21;11.02;0.37;16.54;96;5;0;131.45;20680226;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2069;4.54;0.87;8.2;4;67;74;0;80;0;12;0;44;7.33;17.45;0.95;-4.15;7.25;3.94;712.88;72;11;61.69;7;13;9.71;0.27;5.76;57;0;0;79.51;20690124;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2070;5.24;1.39;9.09;0;84;93;0;72;0;14;0;59;7.7;17.45;0.55;-4.95;7.45;3.7;670.57;63;8;62.48;8;16;10.48;0.31;15.36;78;15;0;148.38;20700210;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2071;3.37;-0.24;6.97;0;61;51;0;90;0;24;0;22;7.21;15.25;-1.65;-6.65;4.95;5.93;1073.9;85;14;68.75;9;14;12.46;0.46;31.44;114;51;1;293.91;20710224;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2072;3.64;-0.3;7.58;0;68;51;0;86;3;24;0;31;7.88;15.15;-0.95;-6.35;4.95;3.72;676.35;58;11;75.5;8;24;11.42;0.45;16.74;101;8;0;109;20720120;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2073;4.1;0.5;7.7;0;67;69;0;80;0;12;0;31;7.2;16.05;0.85;-4.45;5.65;5.05;913.77;78;14;47.54;11;21;11.61;0.31;4.14;38;0;0;81;20730318;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2074;5.68;1.77;9.6;1;87;95;0;68;0;7;0;55;7.83;18.25;2.35;-2.55;7.95;4.5;814.78;72;14;63.27;10;12;11.15;0.22;4.6;65;0;0;62.36;20740210;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2075;5.53;1.38;9.68;0;89;83;0;74;1;1;0;66;8.3;18.55;2.55;-4.45;8.15;3.64;659.42;63;8;66.74;8;44;10.33;0.16;2.57;44;0;0;31.81;20741214;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2076;5.05;1.39;8.71;1;83;87;0;74;0;13;0;61;7.32;19.15;0.35;-5.65;8.25;3.26;594.07;68;6;53.11;9;16;8.6;0.23;3;40;0;0;42.94;20760208;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2077;3.23;-0.27;6.74;0;45;47;0;97;0;16;0;15;7.01;13.95;0.05;-6.05;5.25;3.81;689.71;66;7;61.77;10;23;10.29;0.4;11.12;91;0;0;94.07;20770308;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2078;4.45;0.8;8.1;0;77;74;0;69;5;25;0;48;7.31;15.85;-1.35;-5.45;6.25;5;905.12;71;16;69.12;7;23;12.58;0.41;23.57;75;41;5;278.13;20780228;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2079;5.43;1.78;9.09;0;80;106;0;56;0;7;0;43;7.31;15.95;2.85;-2.95;7.15;4.97;899.07;69;17;72.07;8;18;12.93;0.1;0.5;7;0;0;16.18;20790212;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2080;2.97;-0.47;6.4;0;37;47;0;100;2;11;0;10;6.87;13.05;0.75;-5.45;3.85;5.79;1053.12;82;16;64.81;8;22;12.72;0.24;3.43;49;0;0;46.39;20791120;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2081;4.65;0.9;8.4;0;83;83;0;85;1;9;0;58;7.49;17.65;0.85;-4.05;7.15;4.71;852.61;83;13;59.7;10;9;10.19;0.27;4.82;36;0;0;85.5;20810120;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2082;3.93;0.58;7.28;0;54;68;0;91;0;18;0;23;6.7;14.85;-0.05;-3.85;5.55;4.16;753.81;71;11;55.78;8;16;10.44;0.37;8.02;67;0;0;99.8;20820212;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2083;4.09;0.03;8.14;2;69;68;0;89;6;14;6;42;8.11;19.05;1.95;-5.85;6.25;5.47;989.69;78;18;74.05;9;14;12.5;0.29;10.75;74;3;0;121.58;20830104;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2084;4.97;1.25;8.7;0;80;86;0;68;0;14;0;34;7.45;15.65;0.65;-3.75;6.35;3.66;666.55;60;6;65.99;6;29;10.99;0.28;8.62;41;14;0;170.85;20840210;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2085;6.89;3.05;10.73;0;112;129;0;24;0;1;0;79;7.68;17.05;4.35;-0.65;6.85;5.47;990.13;66;21;68.22;13;23;14.84;0.12;0.7;11;0;0;36.05;20850204;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2086;4.78;1.1;8.46;0;79;89;0;77;4;12;0;41;7.36;17.95;0.45;-4.65;7.15;4.04;731.31;63;10;62.75;9;20;11.39;0.31;11.77;61;10;0;147.05;20860124;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2087;4.15;0.74;7.57;0;67;74;0;82;0;14;0;25;6.83;17.05;0.35;-4.75;6.95;5.37;971.74;96;13;46.15;6;12;10.04;0.27;7.45;68;0;0;83.99;20870204;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2088;6.48;2.53;10.43;0;103;119;0;47;0;10;0;83;7.9;18.75;1.65;-3.55;7.15;4.51;821.08;79;16;64.25;7;10;10.26;0.16;4.19;38;0;0;60.24;20880124;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2089;5.5;1.83;9.18;0;82;104;0;52;0;10;0;49;7.35;17.35;1.95;-4.45;7.05;4.69;849.6;71;15;58.33;12;17;11.78;0.14;2.54;27;0;0;43.13;20890228;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2090;5.97;2.27;9.68;0;89;102;0;61;0;1;0;53;7.41;17.55;2.65;-2.15;7.65;2.12;383.5;40;5;68.48;7;26;9.31;0.03;0.01;0;0;0;1.34;20900118;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2091;5.42;1.74;9.1;0;84;98;0;50;0;14;0;62;7.36;16.75;0.45;-4.35;7.05;4.78;865.82;74;11;62.56;8;16;11.55;0.34;6.16;57;0;0;77.84;20910216;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2092;4.46;1.08;7.83;0;75;96;0;65;9;21;8;39;6.75;16.85;-0.95;-4.75;6.75;5.12;931.46;85;11;59.09;9;17;10.82;0.28;7.45;59;0;0;82.49;20920228;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2093;7.68;3.73;11.63;3;122;135;0;28;0;0;0;99;7.9;20.25;3.75;-0.65;9.65;5.98;1082.61;83;15;60.56;17;20;12.88;0.03;0.06;1;0;0;11.26;20930124;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2094;4.91;1.01;8.8;0;84;77;0;68;0;15;0;56;7.79;17.05;0.75;-5.05;5.85;4.84;875.71;63;16;71.55;7;26;13.75;0.27;9.93;76;5;0;142.41;20931216;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2095;5.86;2;9.72;0;100;104;0;56;0;7;0;61;7.72;18.15;1.75;-3.25;6.75;4.57;827.08;81;11;53.6;12;24;10.07;0.24;4.4;45;0;0;88.12;20950224;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2096;5.41;1.92;8.91;4;77;90;0;63;0;13;0;53;6.99;18.85;0.65;-3.15;8.45;5.81;1058.05;75;16;59.58;10;17;13.96;0.4;21.58;80;37;5;254.73;20960216;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2097;5.31;1.66;8.96;0;88;92;0;58;0;11;0;56;7.29;16.45;0.75;-3.45;6.05;4.19;758.28;75;11;67.97;10;22;9.98;0.31;10.02;36;19;0;230.34;20970132;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2098;4.45;0.82;8.09;2;69;70;0;81;0;25;0;54;7.26;18.55;-1.15;-4.85;7.85;5.3;959.42;83;15;66.86;12;15;11.45;0.34;19.52;82;33;0;228.07;20980222;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2099;6.47;2.84;10.1;1;101;112;0;47;0;8;0;77;7.25;19.05;1.65;-2.55;8.35;6.03;1090.97;85;16;69.79;7;14;12.69;0.19;3.82;50;0;0;47.74;20981216;
1031200;ALPES : Mont-Blanc;1200 m;RCP8.5;2100;5.01;1.02;9;1;86;82;0;62;0;13;0;61;7.99;18.55;0.45;-4.55;6.15;4.23;766.34;70;10;70.83;10;14;10.84;0.29;6.74;50;0;0;100.36;21000216;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2006;-0.7;-3.82;2.42;0;12;12;0;146;17;57;8;0;6.24;8.35;-4.25;-10.45;1.45;5.24;948.46;74;17;66.06;15;21;12.67;0.83;109.22;150;130;121;709.13;20060324;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2007;-0.36;-3.56;2.85;0;11;21;0;128;25;51;6;0;6.41;9.15;-4.15;-11.65;2.45;5.22;944.78;75;17;60.35;9;21;12.48;0.58;63.73;155;131;14;387.45;20070320;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2008;0.06;-3.04;3.15;0;25;26;0;124;19;38;6;13;6.19;9.75;-2.25;-9.45;2.55;3.61;656.48;70;7;66.66;6;11;9.24;0.69;49.25;144;93;6;329.31;20080404;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2009;0.32;-3.08;3.72;0;29;30;0;125;20;47;15;7;6.8;10.25;-2.65;-9.35;2.85;3.89;704.23;65;8;70.15;7;12;10.61;0.47;29.52;131;32;6;249.63;20090216;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2010;0.49;-2.58;3.57;0;24;28;0;130;14;35;13;0;6.15;10.15;-1.85;-8.75;2.75;5.27;953.19;84;15;62.29;9;13;11.21;0.52;41.61;144;56;7;312.5;20100228;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2011;-0.46;-3.79;2.88;0;26;13;0;132;23;57;9;7;6.67;9.25;-4.55;-12.25;1.95;3.98;720.46;77;8;68.27;11;19;9.24;0.79;84.75;142;120;95;548.2;20110328;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2012;1.57;-1.8;4.95;0;48;44;0;127;3;22;0;8;6.75;10.85;-0.85;-6.85;2.65;4.58;833.75;87;12;61.92;13;13;9.47;0.61;33.45;143;55;2;317.38;20120226;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2013;1.81;-1.31;4.93;0;28;37;0;122;6;13;0;0;6.24;10.35;0.25;-5.45;3.55;5.1;923.53;83;14;67.31;7;11;11.01;0.41;18.65;129;0;0;144.89;20130220;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2014;0.31;-2.78;3.39;0;27;28;0;122;26;51;7;6;6.17;10.05;-3.65;-10.25;3.15;5.75;1041.06;78;20;59.05;16;16;13.22;0.7;72.24;154;101;67;534.1;20140312;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2015;1.02;-2.07;4.11;0;34;38;0;109;11;35;0;22;6.18;12.15;-1.95;-9.15;3.45;6.76;1223.5;88;22;63;9;13;13.81;0.45;30.23;134;35;12;293.45;20150306;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2016;1.83;-1.42;5.08;0;44;43;0;110;11;22;6;24;6.5;10.75;-0.55;-6.85;3.25;3.61;657.35;75;7;60.87;9;19;8.63;0.62;47.34;117;103;19;411.19;20160406;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2017;-0.37;-3.8;3.07;0;27;15;0;134;29;46;9;7;6.87;8.55;-4.15;-10.15;2.15;4.17;753.93;79;8;62.17;15;30;9.35;0.56;27.31;142;26;0;171.8;20170322;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2018;1.36;-2.05;4.78;0;47;48;0;113;23;40;7;29;6.83;13.25;-2.45;-9.35;5.95;3.85;697.04;58;11;54.28;11;25;11.84;0.44;20.16;96;22;0;212.45;20180330;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2019;2.09;-0.93;5.12;0;45;43;0;108;1;21;0;6;6.06;11.05;-0.35;-5.35;3.15;5.04;912.38;79;16;70.03;9;9;11.41;0.73;63.35;159;113;36;444.56;20190412;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2020;0.68;-2.63;3.98;0;26;21;0;142;12;31;6;0;6.61;9.25;-1.05;-7.75;1.35;3.86;702.83;78;9;48.53;26;20;8.89;0.74;55.92;166;96;25;399.91;20200404;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2021;0.99;-2.84;4.82;0;41;13;0;152;10;16;0;7;7.66;9.55;0.15;-6.75;0.75;3.27;591.8;46;9;74.58;6;33;12.64;0.55;38.03;171;39;0;244.59;20210324;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2022;0.66;-2.47;3.79;0;22;30;0;134;19;31;12;6;6.26;9.55;-2.25;-8.65;1.65;5.7;1031.5;93;14;57.05;15;9;11;0.57;52.75;161;102;0;291.01;20220310;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2023;-0.2;-3.83;3.42;0;29;25;0;144;23;50;0;16;7.26;9.15;-3.05;-9.95;1.15;4.08;737.66;66;13;68.74;5;32;11.06;0.59;54.8;154;124;4;293.24;20230216;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2024;1.25;-1.87;4.36;0;30;46;0;114;12;36;10;12;6.22;10.75;-2.05;-8.35;3.25;6.03;1098.07;92;17;58.88;9;10;11.87;0.48;41.76;129;83;4;310.89;20240222;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2025;0.71;-2.61;4.03;0;30;21;0;129;9;40;0;0;6.64;9.95;-2.45;-9.25;2.95;6.08;1099.84;77;21;72.96;14;11;14.13;0.59;73.79;164;93;76;493.4;20250314;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2026;-0.54;-3.86;2.79;0;15;11;0;141;25;54;13;0;6.65;9.25;-3.35;-10.95;1.65;4.59;830.67;73;14;55.03;11;45;11.31;0.74;74.51;169;110;69;549.09;20260328;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2027;1.11;-2.22;4.45;0;39;25;0;126;5;29;0;0;6.67;9.75;-1.65;-7.45;2.35;3.77;682.07;60;10;67.48;5;50;11.19;0.51;19.42;127;1;0;103.32;20270124;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2028;2.89;-0.47;6.26;0;52;46;0;115;0;8;0;22;6.73;12.45;1.45;-5.15;5.65;2.89;526.16;57;4;53.56;7;20;9.06;0.45;9.97;107;0;0;92.85;20280304;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2029;2.31;-1.01;5.63;0;47;46;0;102;2;29;0;12;6.64;11.25;-1.95;-7.45;3.95;3.26;589.5;64;9;51.1;6;19;9;0.59;26.89;131;34;0;167.11;20290304;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2030;1.04;-2.03;4.1;0;22;27;0;132;12;18;0;6;6.13;9.75;-0.25;-6.85;2.95;6.49;1175.13;79;23;69.87;14;14;14.72;0.6;65.19;159;90;48;567.37;20300222;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2031;1.29;-1.59;4.17;0;29;45;0;117;6;28;0;15;5.76;9.75;-1.15;-6.75;3.15;5.32;962.84;75;14;55.39;6;8;12.68;0.4;14.23;99;4;0;157.81;20310328;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2032;-0.05;-3.66;3.57;0;27;13;0;150;18;39;8;0;7.24;9.35;-4.25;-9.35;1.95;3.01;547.11;72;5;53.28;12;21;7.46;0.67;34;156;47;0;169.9;20320208;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2033;3.22;-0.13;6.57;0;72;62;0;95;3;30;0;46;6.7;13.65;-1.35;-7.25;6.95;2.8;506.06;57;8;58.87;8;21;8.68;0.45;19.27;90;22;0;231.02;20330312;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2034;0.51;-2.51;3.54;0;21;27;0;134;14;40;0;11;6.05;10.65;-2.65;-8.65;2.35;6.03;1091.91;76;17;63.16;8;17;14.28;0.65;76.54;160;125;70;470.52;20340212;
1031500;ALPES : Mont-Blanc;1500 m;RCP8.5;2035;1.43;-1.61;4.47;0;37;41;0;111;8;37;0;6;6.07;10.15;-1.75;-6.95;3.55;4.75;860.49;73;13;71.71;7;25;11.7;0.54;34.17;136;58;0;221.05;20350120;
